ID_MONITORIA,DATA,AVAYALOGIN,SUPERVISOR,SEGMENTO,ANALISTA,NOTA_FINAL,Saudação e Identificação,Escuta Ativa,Clareza na Comunicação,Resolução no Primeiro Contato,Empatia com o Cliente,Conhecimento do Produto,Seguiu Script,Encerramento Adequado
942,2024-03-06,5510103,Supervisor 2,Segmento 3,João Guilherme Jesus,6.9,8,8,9,10,1,6,9,4
943,2024-01-10,5510105,Supervisor 2,Segmento 3,Sophia Caldeira,5.6,9,6,3,6,5,0,8,8
944,2024-01-08,5510105,Supervisor 2,Segmento 3,Gabrielly da Rosa,3.8,2,9,0,3,1,1,8,6
945,2024-01-09,5510105,Supervisor 2,Segmento 3,Danilo Moraes,5.1,0,9,0,9,10,1,6,6
946,2024-01-09,5510105,Supervisor 2,Segmento 3,Enzo Gabriel Rocha,5.8,6,6,5,10,0,8,5,6
947,2024-02-06,5510105,Supervisor 2,Segmento 3,Ana Liz Borges,4.1,2,4,5,5,5,3,8,1
948,2024-02-02,5510105,Supervisor 2,Segmento 3,Oliver Duarte,5.2,10,0,9,0,4,2,9,8
949,2024-02-26,5510105,Supervisor 2,Segmento 3,Emanuella Lopes,5.0,5,6,5,8,5,1,3,7
950,2024-02-08,5510105,Supervisor 2,Segmento 3,Theodoro Nunes,5.9,9,7,2,7,5,4,5,8
951,2024-03-08,5510105,Supervisor 2,Segmento 3,Dr. Bernardo Novais,2.8,1,4,3,0,2,3,4,5
952,2024-03-06,5510105,Supervisor 2,Segmento 3,Juan Pires,7.0,9,9,9,2,7,4,6,10
953,2024-03-01,5510105,Supervisor 2,Segmento 3,Dr. Caleb Moura,5.6,6,2,10,1,6,7,8,5
954,2024-03-27,5510105,Supervisor 2,Segmento 3,Murilo Correia,5.4,5,5,7,6,0,5,8,7
955,2024-01-05,5510106,Supervisor 6,Segmento 2,Valentina da Luz,4.6,9,1,7,6,3,9,0,2
956,2024-01-17,5510106,Supervisor 6,Segmento 2,Ana Albuquerque,4.8,9,6,4,0,8,2,1,8
957,2024-02-05,5510106,Supervisor 6,Segmento 2,Emanuel Cirino,6.5,4,9,5,10,8,10,0,6
958,2024-02-13,5510106,Supervisor 6,Segmento 2,Noah Borges,5.6,4,5,9,9,6,3,1,8
959,2024-03-24,5510106,Supervisor 6,Segmento 2,Mariane Souza,7.5,8,7,10,1,10,8,7,9
960,2024-03-20,5510106,Supervisor 6,Segmento 2,Cecilia Jesus,5.8,8,8,10,2,3,5,1,9
961,2024-01-21,5510108,Supervisor 7,Segmento 4,Nina da Mota,5.4,0,9,5,8,6,0,5,10
962,2024-01-15,5510108,Supervisor 7,Segmento 4,Luiz Felipe Pinto,5.0,0,5,5,8,1,4,10,7
963,2024-01-12,5510108,Supervisor 7,Segmento 4,Maria Laura Guerra,5.0,9,10,10,1,2,2,5,1
964,2024-01-26,5510108,Supervisor 7,Segmento 4,Raquel Costela,4.8,5,7,5,3,8,0,9,1
965,2024-01-27,5510108,Supervisor 7,Segmento 4,Maria Vitória Correia,5.5,5,8,8,4,9,0,2,8
966,2024-02-04,5510108,Supervisor 7,Segmento 4,Dra. Laura Alves,3.1,9,1,0,4,1,1,0,9
967,2024-02-01,5510108,Supervisor 7,Segmento 4,Julia Nunes,7.5,7,9,10,10,2,9,3,10
968,2024-02-05,5510108,Supervisor 7,Segmento 4,Gabriela Guerra,3.6,6,2,5,8,4,0,4,0
969,2024-02-19,5510108,Supervisor 7,Segmento 4,Ryan Costela,4.1,9,3,3,7,3,2,6,0
970,2024-02-27,5510108,Supervisor 7,Segmento 4,Luigi Silva,4.8,8,0,8,2,8,7,2,3
971,2024-03-19,5510108,Supervisor 7,Segmento 4,Dr. José Câmara,6.8,8,8,5,6,10,5,6,6
972,2024-03-17,5510108,Supervisor 7,Segmento 4,Benício da Costa,4.6,5,4,10,8,6,2,0,2
973,2024-03-05,5510108,Supervisor 7,Segmento 4,Emanuella Câmara,5.9,10,6,3,6,9,5,8,0
974,2024-03-08,5510108,Supervisor 7,Segmento 4,Nina Porto,5.2,0,0,10,4,8,10,9,1
975,2024-03-02,5510108,Supervisor 7,Segmento 4,Maria Sophia Moraes,6.0,6,8,5,8,10,4,1,6
976,2024-01-06,5510109,Supervisor 7,Segmento 4,Anthony Gabriel Costela,6.1,10,1,1,6,10,3,9,9
977,2024-01-26,5510109,Supervisor 7,Segmento 4,Laura Nunes,4.5,3,1,9,7,3,3,0,10
978,2024-01-02,5510109,Supervisor 7,Segmento 4,Ágatha Moraes,7.5,10,8,6,8,9,3,9,7
979,2024-01-16,5510109,Supervisor 7,Segmento 4,Sr. Daniel Nascimento,4.5,7,7,0,4,2,5,10,1
980,2024-02-13,5510109,Supervisor 7,Segmento 4,Davi Ribeiro,4.6,9,9,5,2,9,0,3,0
981,2024-02-14,5510109,Supervisor 7,Segmento 4,Carolina Novaes,6.6,6,9,5,6,9,4,5,9
982,2024-02-15,5510109,Supervisor 7,Segmento 4,Dra. Lara Ribeiro,5.0,7,4,10,1,4,5,1,8
983,2024-02-23,5510109,Supervisor 7,Segmento 4,Dra. Sarah Marques,5.0,7,3,6,5,1,5,8,5
984,2024-03-23,5510109,Supervisor 7,Segmento 4,Pedro Henrique Cavalcante,3.6,4,3,4,5,9,2,0,2
985,2024-03-01,5510109,Supervisor 7,Segmento 4,Dante da Mata,3.0,1,3,4,8,2,0,2,4
986,2024-03-09,5510109,Supervisor 7,Segmento 4,Benjamim Jesus,4.1,6,3,3,8,3,2,8,0
987,2024-03-18,5510109,Supervisor 7,Segmento 4,Ravi Lucca Viana,6.0,2,8,10,7,10,3,5,3
988,2024-01-19,5510110,Supervisor 4,Segmento 2,Alexandre Viana,3.9,4,1,1,7,3,7,1,7
989,2024-01-19,5510110,Supervisor 4,Segmento 2,Bella Abreu,6.4,8,4,5,8,7,5,8,6
990,2024-01-21,5510110,Supervisor 4,Segmento 2,Bento Barros,5.2,10,2,8,5,7,4,3,3
991,2024-01-04,5510110,Supervisor 4,Segmento 2,Luiz Felipe Montenegro,5.2,1,1,6,4,7,8,9,6
992,2024-01-06,5510110,Supervisor 4,Segmento 2,Maria Vitória das Neves,3.2,1,0,5,3,6,0,7,4
993,2024-01-18,5510110,Supervisor 4,Segmento 2,Valentina Aragão,6.1,3,3,9,8,9,9,8,0
994,2024-02-03,5510110,Supervisor 4,Segmento 2,Dra. Larissa Novais,3.9,9,0,7,5,0,4,3,3
995,2024-02-23,5510110,Supervisor 4,Segmento 2,Davi Luiz Castro,7.4,1,5,9,9,9,8,10,8
996,2024-02-19,5510110,Supervisor 4,Segmento 2,Thiago Nogueira,4.1,7,0,4,6,2,8,1,5
997,2024-02-07,5510110,Supervisor 4,Segmento 2,Clara Garcia,5.0,9,3,3,6,8,8,3,0
998,2024-02-18,5510110,Supervisor 4,Segmento 2,Bento Vieira,3.6,1,10,1,6,0,6,4,1
999,2024-02-01,5510110,Supervisor 4,Segmento 2,Oliver Fogaça,5.8,6,6,8,1,10,3,5,7
1000,2024-03-17,5510110,Supervisor 4,Segmento 2,Srta. Ana Lívia Novais,5.8,10,6,3,1,1,9,7,9
1001,2024-03-11,5510110,Supervisor 4,Segmento 2,Ana Lívia Campos,3.6,2,1,8,3,1,6,0,8
1002,2024-03-07,5510110,Supervisor 4,Segmento 2,Rodrigo da Rosa,5.1,8,7,4,5,3,5,1,8
1003,2024-03-26,5510110,Supervisor 4,Segmento 2,Rafael Pereira,6.1,7,8,6,3,8,5,8,4
1004,2024-03-12,5510110,Supervisor 4,Segmento 2,Luigi Aparecida,6.6,7,7,2,10,6,7,9,5
1005,2024-03-24,5510110,Supervisor 4,Segmento 2,Pedro Miguel Costa,4.8,0,3,5,5,8,8,9,0
1006,2024-01-20,5510111,Supervisor 3,Segmento 4,Srta. Mirella Souza,4.9,3,3,2,5,5,7,5,9
1007,2024-01-27,5510111,Supervisor 3,Segmento 4,Ágatha Fonseca,7.5,7,10,4,8,10,8,7,6
1008,2024-01-26,5510111,Supervisor 3,Segmento 4,Cecilia Gomes,3.2,9,7,0,4,2,2,0,2
1009,2024-01-23,5510111,Supervisor 3,Segmento 4,Luigi Farias,5.2,4,4,5,10,8,9,0,2
1010,2024-02-23,5510111,Supervisor 3,Segmento 4,Elisa Abreu,2.8,3,7,0,2,4,0,2,4
1011,2024-02-26,5510111,Supervisor 3,Segmento 4,Nathan Farias,7.2,10,1,8,7,9,8,7,8
1012,2024-02-26,5510111,Supervisor 3,Segmento 4,Melina Costa,6.8,5,9,2,8,10,6,8,6
1013,2024-02-14,5510111,Supervisor 3,Segmento 4,Alexia Duarte,5.9,7,10,1,4,9,1,6,9
1014,2024-03-10,5510111,Supervisor 3,Segmento 4,Diogo Leão,6.1,6,8,0,1,5,10,10,9
1015,2024-03-16,5510111,Supervisor 3,Segmento 4,Ravi Lucca Siqueira,4.2,8,8,5,1,0,1,10,1
1016,2024-03-08,5510111,Supervisor 3,Segmento 4,Maria Cecília Nunes,5.9,8,4,10,2,5,10,2,6
1017,2024-03-02,5510111,Supervisor 3,Segmento 4,João Felipe da Cunha,4.9,4,0,5,1,7,9,5,8
1018,2024-01-16,5510112,Supervisor 2,Segmento 2,João Gabriel Silveira,5.5,2,1,9,1,10,7,5,9
1019,2024-01-10,5510112,Supervisor 2,Segmento 2,Igor Leão,3.6,5,2,1,4,6,2,0,9
1020,2024-01-22,5510112,Supervisor 2,Segmento 2,Laura Costela,6.5,7,5,10,9,1,7,7,6
1021,2024-01-24,5510112,Supervisor 2,Segmento 2,Kamilly Cavalcante,2.8,6,4,0,0,7,2,0,3
1022,2024-01-03,5510112,Supervisor 2,Segmento 2,Isabella da Rosa,4.9,2,2,5,8,5,7,2,8
1023,2024-01-04,5510112,Supervisor 2,Segmento 2,Melina Duarte,5.5,2,8,5,10,9,7,1,2
1024,2024-02-27,5510112,Supervisor 2,Segmento 2,Sr. Rodrigo da Cruz,5.1,1,5,7,8,5,5,0,10
1025,2024-02-15,5510112,Supervisor 2,Segmento 2,Caio Porto,5.9,4,8,6,8,0,4,9,8
1026,2024-02-09,5510112,Supervisor 2,Segmento 2,João Sales,4.2,7,5,0,9,4,2,1,6
1027,2024-02-27,5510112,Supervisor 2,Segmento 2,Rael Cavalcanti,6.0,9,2,1,7,7,6,7,9
1028,2024-02-13,5510112,Supervisor 2,Segmento 2,Emilly Campos,4.9,7,7,1,7,5,9,3,0
1029,2024-02-10,5510112,Supervisor 2,Segmento 2,Melina Rocha,6.1,10,0,6,1,10,7,7,8
1030,2024-03-26,5510112,Supervisor 2,Segmento 2,Gael Henrique Costela,5.9,10,9,4,4,4,5,1,10
1031,2024-03-18,5510112,Supervisor 2,Segmento 2,Juliana Câmara,4.6,10,7,0,3,0,3,6,8
1032,2024-03-18,5510112,Supervisor 2,Segmento 2,Júlia Gomes,4.6,7,3,3,9,1,1,5,8
1033,2024-03-11,5510112,Supervisor 2,Segmento 2,Gabriel Rezende,2.4,4,3,0,1,3,1,3,4
1034,2024-03-10,5510112,Supervisor 2,Segmento 2,Rafael Sampaio,5.4,8,7,4,2,2,7,4,9
1035,2024-03-05,5510112,Supervisor 2,Segmento 2,Lorena Duarte,3.9,9,3,5,2,4,1,4,3
1036,2024-01-01,5510113,Supervisor 4,Segmento 1,Ana Cecília Pires,4.4,8,4,0,1,0,4,10,8
1037,2024-01-24,5510113,Supervisor 4,Segmento 1,Bianca Teixeira,4.9,8,0,7,4,4,8,8,0
1038,2024-01-08,5510113,Supervisor 4,Segmento 1,Caroline Cirino,5.6,1,9,2,7,6,3,7,10
1039,2024-01-09,5510113,Supervisor 4,Segmento 1,Anthony Correia,5.1,8,6,2,8,2,5,0,10
1040,2024-01-16,5510113,Supervisor 4,Segmento 1,João Porto,6.1,9,10,9,4,2,4,10,1
1041,2024-01-17,5510113,Supervisor 4,Segmento 1,Dra. Ágatha Vargas,7.2,4,5,2,9,9,9,10,10
1042,2024-02-11,5510113,Supervisor 4,Segmento 1,Beatriz Moura,3.9,9,1,4,3,0,0,4,10
1043,2024-02-05,5510113,Supervisor 4,Segmento 1,Ana Lívia da Rosa,6.2,0,6,3,8,8,6,10,9
1044,2024-02-04,5510113,Supervisor 4,Segmento 1,Sr. João Vitor Novais,5.9,8,4,7,5,9,5,1,8
1045,2024-02-06,5510113,Supervisor 4,Segmento 1,Srta. Ana Julia Campos,3.8,6,5,6,1,4,0,3,5
1046,2024-02-09,5510113,Supervisor 4,Segmento 1,Letícia Teixeira,3.6,4,10,4,0,6,0,0,5
1047,2024-02-01,5510113,Supervisor 4,Segmento 1,Isis Teixeira,5.8,3,2,5,8,9,7,4,8
1048,2024-03-14,5510113,Supervisor 4,Segmento 1,Manuela Garcia,4.0,6,9,7,1,2,1,0,6
1049,2024-03-03,5510113,Supervisor 4,Segmento 1,Isaque Melo,6.4,9,8,3,5,7,7,3,9
1050,2024-03-04,5510113,Supervisor 4,Segmento 1,João Vitor Vieira,5.6,7,8,3,10,4,1,2,10
1051,2024-03-02,5510113,Supervisor 4,Segmento 1,Dr. Isaac Mendonça,5.5,7,0,8,10,3,4,5,7
1052,2024-03-03,5510113,Supervisor 4,Segmento 1,Antônio Silva,2.4,3,0,7,1,1,0,2,5
1053,2024-03-23,5510113,Supervisor 4,Segmento 1,Sabrina da Paz,6.5,2,10,9,6,5,7,10,3
1054,2024-01-07,5510114,Supervisor 1,Segmento 3,Leandro Marques,5.6,7,3,10,3,4,1,7,10
1055,2024-01-09,5510114,Supervisor 1,Segmento 3,Dra. Letícia da Rosa,3.6,2,0,5,0,4,6,5,7
1056,2024-02-20,5510114,Supervisor 1,Segmento 3,Lucas Teixeira,5.0,8,4,6,6,6,2,7,1
1057,2024-02-17,5510114,Supervisor 1,Segmento 3,Isabela Rodrigues,2.0,3,1,2,4,0,1,3,2
1058,2024-03-05,5510114,Supervisor 1,Segmento 3,Luiz Felipe Santos,5.4,6,5,3,7,3,3,9,7
1059,2024-03-12,5510114,Supervisor 1,Segmento 3,Davi Lucca Andrade,4.1,8,5,0,3,7,5,2,3
1060,2024-01-16,5510115,Supervisor 6,Segmento 1,Fernanda das Neves,6.8,5,5,10,4,9,9,10,2
1061,2024-01-26,5510115,Supervisor 6,Segmento 1,Dr. Caleb Carvalho,4.5,0,8,6,7,5,0,1,9
1062,2024-01-10,5510115,Supervisor 6,Segmento 1,Alana Pinto,5.4,3,3,10,4,4,3,10,6
1063,2024-02-18,5510115,Supervisor 6,Segmento 1,Yasmin Andrade,4.8,5,9,1,5,3,2,7,6
1064,2024-02-24,5510115,Supervisor 6,Segmento 1,Luna Gonçalves,7.0,3,10,9,5,6,10,8,5
1065,2024-02-20,5510115,Supervisor 6,Segmento 1,Giovanna Dias,3.9,1,4,10,2,3,7,0,4
1066,2024-03-11,5510115,Supervisor 6,Segmento 1,Liz Lopes,4.2,8,5,5,1,3,1,3,8
1067,2024-03-16,5510115,Supervisor 6,Segmento 1,Hellena Monteiro,3.6,4,3,6,6,1,1,3,5
1068,2024-03-18,5510115,Supervisor 6,Segmento 1,Heloisa da Cunha,7.1,8,10,8,8,4,5,7,7
1069,2024-01-20,5510116,Supervisor 3,Segmento 4,Luigi da Paz,6.0,10,5,0,2,10,9,7,5
1070,2024-01-05,5510116,Supervisor 3,Segmento 4,Nicolas Vieira,5.8,10,9,9,8,9,0,0,1
1071,2024-02-26,5510116,Supervisor 3,Segmento 4,Milena Rezende,3.8,1,1,8,1,9,5,0,5
1072,2024-02-12,5510116,Supervisor 3,Segmento 4,Benjamim Andrade,5.4,2,8,5,8,9,3,0,8
1073,2024-03-21,5510116,Supervisor 3,Segmento 4,Samuel Macedo,3.8,2,1,0,7,9,1,10,0
1074,2024-03-13,5510116,Supervisor 3,Segmento 4,Sophia Pimenta,6.8,8,7,7,9,8,0,8,7
1075,2024-01-20,5510117,Supervisor 6,Segmento 2,Srta. Isabella Mendonça,6.0,5,6,3,4,7,10,10,3
1076,2024-01-09,5510117,Supervisor 6,Segmento 2,Sra. Eloah Pereira,4.0,7,2,8,3,0,0,9,3
1077,2024-01-19,5510117,Supervisor 6,Segmento 2,Aylla Pacheco,4.6,0,6,3,3,8,6,10,1
1078,2024-01-21,5510117,Supervisor 6,Segmento 2,Alice Montenegro,4.1,6,0,2,2,2,7,4,10
1079,2024-02-22,5510117,Supervisor 6,Segmento 2,Lucas Moura,5.5,2,1,7,8,10,2,7,7
1080,2024-02-15,5510117,Supervisor 6,Segmento 2,Vitor Hugo Viana,4.4,1,0,5,0,10,1,10,8
1081,2024-02-20,5510117,Supervisor 6,Segmento 2,Lorenzo Cardoso,2.8,3,2,5,5,1,2,1,3
1082,2024-02-01,5510117,Supervisor 6,Segmento 2,Vitor Gabriel Cavalcanti,5.5,10,8,3,0,8,3,3,9
1083,2024-03-27,5510117,Supervisor 6,Segmento 2,Gustavo Henrique Viana,3.8,3,3,4,6,2,2,6,4
1084,2024-03-10,5510117,Supervisor 6,Segmento 2,Ágatha Andrade,2.5,2,4,0,0,1,7,4,2
1085,2024-03-15,5510117,Supervisor 6,Segmento 2,Marcela Pinto,5.1,5,9,1,4,4,7,3,8
1086,2024-03-12,5510117,Supervisor 6,Segmento 2,Vinicius Marques,4.4,3,3,3,6,7,0,7,6
1087,2024-01-14,5510118,Supervisor 3,Segmento 4,Agatha da Rocha,7.1,8,0,10,9,10,9,5,6
1088,2024-01-24,5510118,Supervisor 3,Segmento 4,Sra. Heloisa Gomes,4.1,0,5,2,4,10,4,0,8
1089,2024-01-05,5510118,Supervisor 3,Segmento 4,Antonella Cavalcante,3.9,10,4,7,7,1,0,0,2
1090,2024-02-26,5510118,Supervisor 3,Segmento 4,Dr. Pedro Henrique Gomes,7.2,7,5,7,8,9,8,6,8
1091,2024-02-19,5510118,Supervisor 3,Segmento 4,Sra. Eloah Almeida,5.5,7,10,7,8,1,1,6,4
1092,2024-02-16,5510118,Supervisor 3,Segmento 4,Cauê Novaes,5.4,9,0,2,4,8,3,8,9
1093,2024-03-04,5510118,Supervisor 3,Segmento 4,Maria Vitória Campos,6.6,6,6,5,3,10,6,10,7
1094,2024-03-24,5510118,Supervisor 3,Segmento 4,Theo Santos,4.4,6,3,0,7,2,8,7,2
1095,2024-03-06,5510118,Supervisor 3,Segmento 4,Lorenzo Casa Grande,5.4,7,5,7,10,3,1,8,2
1096,2024-01-05,5510119,Supervisor 3,Segmento 3,Isabelly Cavalcante,3.1,1,3,1,3,3,8,6,0
1097,2024-01-07,5510119,Supervisor 3,Segmento 3,Sr. Bernardo Ferreira,4.9,7,9,2,7,4,6,2,2
1098,2024-01-18,5510119,Supervisor 3,Segmento 3,Otto Borges,4.5,2,2,5,4,4,6,10,3
1099,2024-01-18,5510119,Supervisor 3,Segmento 3,João Felipe Siqueira,6.9,9,6,10,3,10,9,2,6
1100,2024-01-10,5510119,Supervisor 3,Segmento 3,Sr. Gabriel da Cunha,6.6,6,9,1,9,7,6,9,6
1101,2024-01-08,5510119,Supervisor 3,Segmento 3,Srta. Nicole Pereira,3.4,3,3,0,2,4,1,5,9
1102,2024-02-04,5510119,Supervisor 3,Segmento 3,Mateus Oliveira,6.4,8,4,4,9,6,7,9,4
1103,2024-02-17,5510119,Supervisor 3,Segmento 3,Heloísa Camargo,6.0,8,10,4,7,1,6,7,5
1104,2024-02-14,5510119,Supervisor 3,Segmento 3,Srta. Bianca Casa Grande,7.2,6,9,10,4,8,5,10,6
1105,2024-02-08,5510119,Supervisor 3,Segmento 3,Maria Julia da Rosa,6.2,4,10,8,3,0,9,8,8
1106,2024-02-27,5510119,Supervisor 3,Segmento 3,Agatha Lima,4.8,9,0,8,1,5,5,0,10
1107,2024-02-05,5510119,Supervisor 3,Segmento 3,Nicole Lima,5.1,6,4,0,3,3,10,5,10
1108,2024-03-19,5510119,Supervisor 3,Segmento 3,Miguel Abreu,6.0,6,10,2,6,4,10,10,0
1109,2024-03-08,5510119,Supervisor 3,Segmento 3,Gabriela Alves,5.8,8,5,9,5,5,1,4,9
1110,2024-03-10,5510119,Supervisor 3,Segmento 3,Bryan Moura,5.6,5,7,2,10,10,2,8,1
1111,2024-03-08,5510119,Supervisor 3,Segmento 3,Daniela Casa Grande,4.1,6,0,5,9,6,0,5,2
1112,2024-03-21,5510119,Supervisor 3,Segmento 3,Breno Casa Grande,6.4,6,7,1,6,9,7,7,8
1113,2024-03-10,5510119,Supervisor 3,Segmento 3,Heloisa Siqueira,5.5,1,9,7,6,7,10,3,1
1114,2024-01-01,5510120,Supervisor 2,Segmento 3,Sra. Emanuella Costela,5.2,8,1,2,4,7,9,5,6
1115,2024-01-03,5510120,Supervisor 2,Segmento 3,Yuri Novaes,3.5,0,5,10,0,2,0,6,5
1116,2024-01-09,5510120,Supervisor 2,Segmento 3,Danilo Duarte,3.9,1,5,7,2,0,2,4,10
1117,2024-01-22,5510120,Supervisor 2,Segmento 3,Clara Farias,4.5,10,1,9,0,5,3,6,2
1118,2024-02-12,5510120,Supervisor 2,Segmento 3,Srta. Luara Nascimento,5.8,6,3,9,6,3,8,5,6
1119,2024-02-02,5510120,Supervisor 2,Segmento 3,Henry Câmara,5.0,9,0,5,10,3,6,2,5
1120,2024-02-07,5510120,Supervisor 2,Segmento 3,Lucas Gabriel Araújo,6.1,6,10,6,5,4,8,1,9
1121,2024-02-03,5510120,Supervisor 2,Segmento 3,Isaac Câmara,4.2,0,1,10,1,7,0,7,8
1122,2024-03-23,5510120,Supervisor 2,Segmento 3,Isaac Marques,4.2,2,10,1,1,7,6,4,3
1123,2024-03-07,5510120,Supervisor 2,Segmento 3,Ísis Cassiano,6.5,10,9,9,6,0,6,7,5
1124,2024-03-23,5510120,Supervisor 2,Segmento 3,Maitê da Luz,4.5,2,4,7,5,0,7,10,1
1125,2024-03-02,5510120,Supervisor 2,Segmento 3,Raul Novaes,6.4,2,9,7,10,2,5,8,8
1126,2024-01-18,5510121,Supervisor 6,Segmento 1,Ana Carolina Costela,4.8,1,3,2,10,2,8,7,5
1127,2024-01-07,5510121,Supervisor 6,Segmento 1,Caroline Rocha,4.8,4,2,10,8,9,0,0,5
1128,2024-01-07,5510121,Supervisor 6,Segmento 1,Sofia Ferreira,5.9,6,7,4,1,8,2,10,9
1129,2024-01-10,5510121,Supervisor 6,Segmento 1,Gabrielly Albuquerque,3.8,4,10,3,0,5,0,4,4
1130,2024-01-22,5510121,Supervisor 6,Segmento 1,Emilly Pacheco,3.9,8,3,9,1,7,3,0,0
1131,2024-02-07,5510121,Supervisor 6,Segmento 1,Pedro Lucas Carvalho,7.5,8,6,5,10,7,8,7,9
1132,2024-02-08,5510121,Supervisor 6,Segmento 1,Cauã Pereira,3.8,7,0,4,1,5,7,4,2
1133,2024-02-01,5510121,Supervisor 6,Segmento 1,Bruno Moura,5.2,9,9,4,3,2,1,5,9
1134,2024-02-13,5510121,Supervisor 6,Segmento 1,Dr. Cauê da Rocha,6.2,6,6,10,8,2,9,2,7
1135,2024-02-18,5510121,Supervisor 6,Segmento 1,Beatriz da Rosa,5.2,3,0,10,7,3,9,3,7
1136,2024-03-05,5510121,Supervisor 6,Segmento 1,Laís Guerra,5.0,0,7,3,4,8,5,6,7
1137,2024-03-15,5510121,Supervisor 6,Segmento 1,Julia Castro,6.9,5,8,4,10,9,9,0,10
1138,2024-03-09,5510121,Supervisor 6,Segmento 1,Maitê Sá,6.4,0,10,9,7,4,9,9,3
1139,2024-03-23,5510121,Supervisor 6,Segmento 1,Yago Ferreira,5.6,7,5,7,9,2,7,0,8
1140,2024-03-18,5510121,Supervisor 6,Segmento 1,Rodrigo Borges,3.9,5,5,3,1,6,6,5,0
1141,2024-01-27,5510122,Supervisor 1,Segmento 1,Sofia Câmara,4.5,3,4,4,8,4,6,6,1
1142,2024-01-14,5510122,Supervisor 1,Segmento 1,Rafael da Cruz,4.6,10,1,7,7,1,6,2,3
1143,2024-01-19,5510122,Supervisor 1,Segmento 1,Kaique Moraes,4.2,0,2,4,8,2,9,8,1
1144,2024-01-12,5510122,Supervisor 1,Segmento 1,Ravi Lucca Correia,3.5,3,2,0,2,7,2,5,7
1145,2024-02-06,5510122,Supervisor 1,Segmento 1,Ísis Moreira,3.9,5,2,2,6,2,5,5,4
1146,2024-02-07,5510122,Supervisor 1,Segmento 1,Enzo Gabriel Leão,4.1,8,3,1,5,2,2,9,3
1147,2024-02-16,5510122,Supervisor 1,Segmento 1,Sr. Cauê das Neves,4.6,0,1,1,7,9,6,8,5
1148,2024-02-01,5510122,Supervisor 1,Segmento 1,Sr. Enzo Pacheco,4.5,1,4,5,0,8,5,4,9
1149,2024-03-19,5510122,Supervisor 1,Segmento 1,Ana Clara da Luz,5.6,10,1,2,4,8,6,6,8
1150,2024-03-14,5510122,Supervisor 1,Segmento 1,Srta. Lívia Gomes,2.5,0,0,1,5,6,3,1,4
1151,2024-03-15,5510122,Supervisor 1,Segmento 1,Pedro Duarte,4.4,3,7,7,0,10,1,4,3
1152,2024-03-05,5510122,Supervisor 1,Segmento 1,Eloah Lopes,4.5,8,9,2,0,4,4,6,3
1153,2024-01-03,5510123,Supervisor 4,Segmento 1,Srta. Kamilly Nascimento,3.1,8,5,2,1,1,0,1,7
1154,2024-01-06,5510123,Supervisor 4,Segmento 1,Arthur Gabriel Pacheco,4.9,9,9,2,0,7,7,0,5
1155,2024-01-24,5510123,Supervisor 4,Segmento 1,Laís Casa Grande,5.4,7,7,2,9,7,5,3,3
1156,2024-01-06,5510123,Supervisor 4,Segmento 1,Dom Macedo,5.1,3,10,5,6,5,7,3,2
1157,2024-02-06,5510123,Supervisor 4,Segmento 1,Rebeca Alves,4.8,9,4,6,0,1,2,8,8
1158,2024-02-10,5510123,Supervisor 4,Segmento 1,Marcela Andrade,6.0,4,5,2,9,6,9,10,3
1159,2024-02-14,5510123,Supervisor 4,Segmento 1,Bento Martins,6.0,3,8,9,4,7,2,6,9
1160,2024-02-18,5510123,Supervisor 4,Segmento 1,Anthony da Rocha,5.0,7,0,7,2,7,9,0,8
1161,2024-03-14,5510123,Supervisor 4,Segmento 1,Maria Julia Fonseca,5.6,7,3,3,10,3,8,10,1
1162,2024-03-13,5510123,Supervisor 4,Segmento 1,Cecilia Correia,6.5,6,9,7,10,5,0,7,8
1163,2024-03-06,5510123,Supervisor 4,Segmento 1,Alexia da Mata,6.5,3,8,8,6,5,5,8,9
1164,2024-03-12,5510123,Supervisor 4,Segmento 1,Natália Vieira,5.5,9,1,10,3,5,4,6,6
1165,2024-01-26,5510124,Supervisor 7,Segmento 4,Breno Andrade,4.9,2,2,8,9,7,5,3,3
1166,2024-01-21,5510124,Supervisor 7,Segmento 4,Raquel Rezende,6.0,9,10,6,8,8,6,0,1
1167,2024-01-26,5510124,Supervisor 7,Segmento 4,Rafael Oliveira,6.2,0,2,5,6,10,10,9,8
1168,2024-01-26,5510124,Supervisor 7,Segmento 4,Gabriel da Mota,7.2,2,9,9,7,6,9,9,7
1169,2024-02-09,5510124,Supervisor 7,Segmento 4,Mariane Andrade,6.4,1,4,6,8,9,8,9,6
1170,2024-02-20,5510124,Supervisor 7,Segmento 4,Catarina Barbosa,4.8,10,3,2,7,7,5,4,0
1171,2024-02-06,5510124,Supervisor 7,Segmento 4,Olivia Moraes,5.0,5,5,5,0,8,10,3,4
1172,2024-02-26,5510124,Supervisor 7,Segmento 4,Ana Laura Souza,5.0,8,4,0,3,6,2,8,9
1173,2024-03-17,5510124,Supervisor 7,Segmento 4,Mathias Dias,5.9,9,5,5,4,4,4,7,9
1174,2024-03-05,5510124,Supervisor 7,Segmento 4,Agatha Casa Grande,5.4,2,8,9,7,0,9,2,6
1175,2024-03-22,5510124,Supervisor 7,Segmento 4,Eloah Casa Grande,5.0,8,9,8,1,2,10,1,1
